UpTrend,NoTrend,DownTrend,Trend,Time
0,1,0,0,1378069200
0,1,0,0,1378155600
0,1,0,0,1378242000
0,1,0,0,1378328400
0,1,0,0,1378414800
0,1,0,0,1378674000
0,1,0,0,1378760400
0,1,0,0,1378846800
1,0,0,1,1378933200
1,0,0,1,1379019600
1,0,0,1,1379278800
1,0,0,1,1379365200
1,0,0,1,1379451600
1,0,0,1,1379538000
1,0,0,1,1379624400
1,0,0,1,1379883600
1,0,0,1,1379970000
0,1,0,0,1380056400
1,0,0,1,1380142800
0,1,0,0,1380229200
0,1,0,0,1380315600
1,0,0,1,1380488400
1,0,0,1,1380574800
1,0,0,1,1380661200
1,0,0,1,1380747600
1,0,0,1,1380834000
1,0,0,1,1381093200
1,0,0,1,1381179600
1,0,0,1,1381266000
1,0,0,1,1381352400
1,0,0,1,1381438800
1,0,0,1,1381698000
1,0,0,1,1381784400
1,0,0,1,1381870800
1,0,0,1,1381957200
1,0,0,1,1382043600
1,0,0,1,1382302800
1,0,0,1,1382389200
1,0,0,1,1382475600
1,0,0,1,1382562000
0,1,0,0,1382648400
0,1,0,0,1382907600
0,1,0,0,1382994000
0,1,0,0,1383080400
0,1,0,0,1383166800
0,1,0,0,1383253200
0,1,0,0,1383516000
1,0,0,1,1383602400
1,0,0,1,1383688800
0,1,0,0,1383775200
0,1,0,0,1383861600
0,1,0,0,1384120800
0,1,0,0,1384207200
0,1,0,0,1384293600
0,1,0,0,1384380000
0,1,0,0,1384466400
0,1,0,0,1384725600
1,0,0,1,1384812000
0,1,0,0,1384898400
0,1,0,0,1384984800
0,0,1,-1,1385071200
0,1,0,0,1385330400
0,1,0,0,1385416800
0,1,0,0,1385503200
0,0,1,-1,1385589600
0,0,1,-1,1385676000
0,1,0,0,1385935200
1,0,0,1,1386021600
1,0,0,1,1386108000
1,0,0,1,1386194400
1,0,0,1,1386280800
1,0,0,1,1386540000
1,0,0,1,1386626400
0,1,0,0,1386712800
0,1,0,0,1386799200
0,1,0,0,1386885600
0,1,0,0,1387144800
0,1,0,0,1387231200
1,0,0,1,1387317600
0,1,0,0,1387404000
0,1,0,0,1387490400
0,1,0,0,1387749600
0,1,0,0,1387836000
0,1,0,0,1388008800
0,1,0,0,1388095200
0,1,0,0,1388354400
0,1,0,0,1388440800
0,1,0,0,1388613600
0,1,0,0,1388700000
1,0,0,1,1388959200
1,0,0,1,1389045600
1,0,0,1,1389132000
1,0,0,1,1389218400
1,0,0,1,1389304800
1,0,0,1,1389564000
1,0,0,1,1389650400
1,0,0,1,1389736800
1,0,0,1,1389823200
0,1,0,0,1389909600
1,0,0,1,1390168800
1,0,0,1,1390255200
1,0,0,1,1390341600
1,0,0,1,1390428000
0,1,0,0,1390514400
1,0,0,1,1390773600
1,0,0,1,1390860000
1,0,0,1,1390946400
0,1,0,0,1391032800
0,1,0,0,1391119200
0,1,0,0,1391378400
0,1,0,0,1391464800
0,1,0,0,1391551200
0,1,0,0,1391637600
0,1,0,0,1391724000
0,1,0,0,1391983200
0,1,0,0,1392069600
0,1,0,0,1392156000
0,1,0,0,1392242400
0,1,0,0,1392328800
0,1,0,0,1392588000
0,1,0,0,1392674400
0,1,0,0,1392760800
1,0,0,1,1392847200
1,0,0,1,1392933600
1,0,0,1,1393192800
1,0,0,1,1393279200
1,0,0,1,1393365600
1,0,0,1,1393452000
1,0,0,1,1393538400
1,0,0,1,1393797600
1,0,0,1,1393884000
0,1,0,0,1393970400
1,0,0,1,1394056800
1,0,0,1,1394143200
1,0,0,1,1394398800
1,0,0,1,1394485200
1,0,0,1,1394571600
1,0,0,1,1394658000
1,0,0,1,1394744400
1,0,0,1,1395003600
1,0,0,1,1395090000
1,0,0,1,1395176400
1,0,0,1,1395262800
1,0,0,1,1395349200
1,0,0,1,1395608400
1,0,0,1,1395694800
0,1,0,0,1395781200
1,0,0,1,1395867600
1,0,0,1,1395954000
1,0,0,1,1396213200
0,1,0,0,1396299600
0,1,0,0,1396386000
0,1,0,0,1396472400
0,1,0,0,1396558800
0,1,0,0,1396818000
0,1,0,0,1396904400
0,1,0,0,1396990800
0,1,0,0,1397077200
0,1,0,0,1397163600
0,1,0,0,1397422800
0,1,0,0,1397509200
0,1,0,0,1397595600
0,0,1,-1,1397682000
0,1,0,0,1397768400
0,0,1,-1,1398027600
0,1,0,0,1398114000
0,1,0,0,1398200400
0,0,1,-1,1398286800
0,1,0,0,1398373200
0,0,1,-1,1398632400
0,0,1,-1,1398718800
0,1,0,0,1398805200
0,1,0,0,1398891600
0,1,0,0,1398978000
1,0,0,1,1399237200
1,0,0,1,1399323600
0,1,0,0,1399410000
0,0,1,-1,1399496400
0,0,1,-1,1399582800
0,0,1,-1,1399842000
0,1,0,0,1399928400
0,1,0,0,1400014800
0,1,0,0,1400101200
0,0,1,-1,1400187600
0,0,1,-1,1400446800
0,0,1,-1,1400533200
0,0,1,-1,1400619600
0,0,1,-1,1400706000
0,0,1,-1,1400792400
0,0,1,-1,1401051600
0,0,1,-1,1401138000
0,0,1,-1,1401224400
0,0,1,-1,1401310800
0,0,1,-1,1401397200
0,0,1,-1,1401656400
0,0,1,-1,1401742800
0,0,1,-1,1401829200
0,1,0,0,1401915600
0,1,0,0,1402002000
0,1,0,0,1402261200
0,1,0,0,1402347600
0,1,0,0,1402434000
1,0,0,1,1402520400
1,0,0,1,1402606800
1,0,0,1,1402866000
1,0,0,1,1402952400
1,0,0,1,1403038800
1,0,0,1,1403125200
0,1,0,0,1403211600
0,1,0,0,1403470800
0,1,0,0,1403557200
0,1,0,0,1403643600
0,1,0,0,1403730000
0,1,0,0,1403816400
0,1,0,0,1404075600
0,1,0,0,1404162000
0,1,0,0,1404248400
0,1,0,0,1404334800
0,0,1,-1,1404421200
0,1,0,0,1404680400
0,1,0,0,1404766800
0,1,0,0,1404853200
0,1,0,0,1404939600
1,0,0,1,1405026000
1,0,0,1,1405285200
1,0,0,1,1405371600
0,1,0,0,1405458000
0,0,1,-1,1405544400
0,0,1,-1,1405630800
0,0,1,-1,1405890000
0,0,1,-1,1405976400
0,0,1,-1,1406062800
0,0,1,-1,1406149200
0,0,1,-1,1406235600
0,0,1,-1,1406494800
0,0,1,-1,1406581200
0,0,1,-1,1406667600
0,1,0,0,1406754000
0,1,0,0,1406840400
0,1,0,0,1407099600
